# HELP testmetric the value is always 1.0 and there will be one point per hour for the whole year 2021
# TYPE testmetric gauge
testmetric{foo="bar"} 1.0 1.6232544e+06
testmetric{foo="bar"} 1.0 1.623258e+06
testmetric{foo="bar"} 1.0 1.6232616e+06
testmetric{foo="bar"} 1.0 1.6232652e+06
testmetric{foo="bar"} 1.0 1.6232688e+06
testmetric{foo="bar"} 1.0 1.6232724e+06
testmetric{foo="bar"} 1.0 1.623276e+06
testmetric{foo="bar"} 1.0 1.6232796e+06
testmetric{foo="bar"} 1.0 1.6232832e+06
testmetric{foo="bar"} 1.0 1.6232868e+06
testmetric{foo="bar"} 1.0 1.6232904e+06
testmetric{foo="bar"} 1.0 1.623294e+06
testmetric{foo="bar"} 1.0 1.6232976e+06
testmetric{foo="bar"} 1.0 1.6233012e+06
testmetric{foo="bar"} 1.0 1.6233048e+06
testmetric{foo="bar"} 1.0 1.6233084e+06
testmetric{foo="bar"} 1.0 1.623312e+06
testmetric{foo="bar"} 1.0 1.6233156e+06
testmetric{foo="bar"} 1.0 1.6233192e+06
testmetric{foo="bar"} 1.0 1.6233228e+06
testmetric{foo="bar"} 1.0 1.6233264e+06
testmetric{foo="bar"} 1.0 1.62333e+06
testmetric{foo="bar"} 1.0 1.6233336e+06
testmetric{foo="bar"} 1.0 1.6233372e+06
testmetric{foo="bar"} 1.0 1.6233408e+06
testmetric{foo="bar"} 1.0 1.6233444e+06
testmetric{foo="bar"} 1.0 1.623348e+06
testmetric{foo="bar"} 1.0 1.6233516e+06
testmetric{foo="bar"} 1.0 1.6233552e+06
testmetric{foo="bar"} 1.0 1.6233588e+06
testmetric{foo="bar"} 1.0 1.6233624e+06
testmetric{foo="bar"} 1.0 1.623366e+06
testmetric{foo="bar"} 1.0 1.6233696e+06
testmetric{foo="bar"} 1.0 1.6233732e+06
testmetric{foo="bar"} 1.0 1.6233768e+06
testmetric{foo="bar"} 1.0 1.6233804e+06
testmetric{foo="bar"} 1.0 1.623384e+06
testmetric{foo="bar"} 1.0 1.6233876e+06
testmetric{foo="bar"} 1.0 1.6233912e+06
testmetric{foo="bar"} 1.0 1.6233948e+06
testmetric{foo="bar"} 1.0 1.6233984e+06
testmetric{foo="bar"} 1.0 1.623402e+06
testmetric{foo="bar"} 1.0 1.6234056e+06
testmetric{foo="bar"} 1.0 1.6234092e+06
testmetric{foo="bar"} 1.0 1.6234128e+06
testmetric{foo="bar"} 1.0 1.6234164e+06
testmetric{foo="bar"} 1.0 1.62342e+06
testmetric{foo="bar"} 1.0 1.6234236e+06
testmetric{foo="bar"} 1.0 1.6234272e+06
testmetric{foo="bar"} 1.0 1.6234308e+06
testmetric{foo="bar"} 1.0 1.6234344e+06
testmetric{foo="bar"} 1.0 1.623438e+06
testmetric{foo="bar"} 1.0 1.6234416e+06
testmetric{foo="bar"} 1.0 1.6234452e+06
testmetric{foo="bar"} 1.0 1.6234488e+06
testmetric{foo="bar"} 1.0 1.6234524e+06
testmetric{foo="bar"} 1.0 1.623456e+06
testmetric{foo="bar"} 1.0 1.6234596e+06
testmetric{foo="bar"} 1.0 1.6234632e+06
testmetric{foo="bar"} 1.0 1.6234668e+06
testmetric{foo="bar"} 1.0 1.6234704e+06
testmetric{foo="bar"} 1.0 1.623474e+06
testmetric{foo="bar"} 1.0 1.6234776e+06
testmetric{foo="bar"} 1.0 1.6234812e+06
testmetric{foo="bar"} 1.0 1.6234848e+06
testmetric{foo="bar"} 1.0 1.6234884e+06
testmetric{foo="bar"} 1.0 1.623492e+06
testmetric{foo="bar"} 1.0 1.6234956e+06
testmetric{foo="bar"} 1.0 1.6234992e+06
testmetric{foo="bar"} 1.0 1.6235028e+06
testmetric{foo="bar"} 1.0 1.6235064e+06
testmetric{foo="bar"} 1.0 1.62351e+06
testmetric{foo="bar"} 1.0 1.6235136e+06
testmetric{foo="bar"} 1.0 1.6235172e+06
testmetric{foo="bar"} 1.0 1.6235208e+06
testmetric{foo="bar"} 1.0 1.6235244e+06
testmetric{foo="bar"} 1.0 1.623528e+06
testmetric{foo="bar"} 1.0 1.6235316e+06
testmetric{foo="bar"} 1.0 1.6235352e+06
testmetric{foo="bar"} 1.0 1.6235388e+06
testmetric{foo="bar"} 1.0 1.6235424e+06
testmetric{foo="bar"} 1.0 1.623546e+06
testmetric{foo="bar"} 1.0 1.6235496e+06
testmetric{foo="bar"} 1.0 1.6235532e+06
testmetric{foo="bar"} 1.0 1.6235568e+06
testmetric{foo="bar"} 1.0 1.6235604e+06
testmetric{foo="bar"} 1.0 1.623564e+06
testmetric{foo="bar"} 1.0 1.6235676e+06
testmetric{foo="bar"} 1.0 1.6235712e+06
testmetric{foo="bar"} 1.0 1.6235748e+06
testmetric{foo="bar"} 1.0 1.6235784e+06
testmetric{foo="bar"} 1.0 1.623582e+06
testmetric{foo="bar"} 1.0 1.6235856e+06
testmetric{foo="bar"} 1.0 1.6235892e+06
testmetric{foo="bar"} 1.0 1.6235928e+06
testmetric{foo="bar"} 1.0 1.6235964e+06
testmetric{foo="bar"} 1.0 1.6236e+06
testmetric{foo="bar"} 1.0 1.6236036e+06
testmetric{foo="bar"} 1.0 1.6236072e+06
testmetric{foo="bar"} 1.0 1.6236108e+06
testmetric{foo="bar"} 1.0 1.6236144e+06
testmetric{foo="bar"} 1.0 1.623618e+06
testmetric{foo="bar"} 1.0 1.6236216e+06
testmetric{foo="bar"} 1.0 1.6236252e+06
testmetric{foo="bar"} 1.0 1.6236288e+06
testmetric{foo="bar"} 1.0 1.6236324e+06
testmetric{foo="bar"} 1.0 1.623636e+06
testmetric{foo="bar"} 1.0 1.6236396e+06
testmetric{foo="bar"} 1.0 1.6236432e+06
testmetric{foo="bar"} 1.0 1.6236468e+06
testmetric{foo="bar"} 1.0 1.6236504e+06
testmetric{foo="bar"} 1.0 1.623654e+06
testmetric{foo="bar"} 1.0 1.6236576e+06
testmetric{foo="bar"} 1.0 1.6236612e+06
testmetric{foo="bar"} 1.0 1.6236648e+06
testmetric{foo="bar"} 1.0 1.6236684e+06
testmetric{foo="bar"} 1.0 1.623672e+06
testmetric{foo="bar"} 1.0 1.6236756e+06
testmetric{foo="bar"} 1.0 1.6236792e+06
testmetric{foo="bar"} 1.0 1.6236828e+06
testmetric{foo="bar"} 1.0 1.6236864e+06
testmetric{foo="bar"} 1.0 1.62369e+06
testmetric{foo="bar"} 1.0 1.6236936e+06
testmetric{foo="bar"} 1.0 1.6236972e+06
testmetric{foo="bar"} 1.0 1.6237008e+06
testmetric{foo="bar"} 1.0 1.6237044e+06
testmetric{foo="bar"} 1.0 1.623708e+06
testmetric{foo="bar"} 1.0 1.6237116e+06
testmetric{foo="bar"} 1.0 1.6237152e+06
testmetric{foo="bar"} 1.0 1.6237188e+06
testmetric{foo="bar"} 1.0 1.6237224e+06
testmetric{foo="bar"} 1.0 1.623726e+06
testmetric{foo="bar"} 1.0 1.6237296e+06
testmetric{foo="bar"} 1.0 1.6237332e+06
testmetric{foo="bar"} 1.0 1.6237368e+06
testmetric{foo="bar"} 1.0 1.6237404e+06
testmetric{foo="bar"} 1.0 1.623744e+06
testmetric{foo="bar"} 1.0 1.6237476e+06
testmetric{foo="bar"} 1.0 1.6237512e+06
testmetric{foo="bar"} 1.0 1.6237548e+06
testmetric{foo="bar"} 1.0 1.6237584e+06
testmetric{foo="bar"} 1.0 1.623762e+06
testmetric{foo="bar"} 1.0 1.6237656e+06
testmetric{foo="bar"} 1.0 1.6237692e+06
testmetric{foo="bar"} 1.0 1.6237728e+06
testmetric{foo="bar"} 1.0 1.6237764e+06
testmetric{foo="bar"} 1.0 1.62378e+06
testmetric{foo="bar"} 1.0 1.6237836e+06
testmetric{foo="bar"} 1.0 1.6237872e+06
testmetric{foo="bar"} 1.0 1.6237908e+06
testmetric{foo="bar"} 1.0 1.6237944e+06
testmetric{foo="bar"} 1.0 1.623798e+06
testmetric{foo="bar"} 1.0 1.6238016e+06
testmetric{foo="bar"} 1.0 1.6238052e+06
testmetric{foo="bar"} 1.0 1.6238088e+06
testmetric{foo="bar"} 1.0 1.6238124e+06
testmetric{foo="bar"} 1.0 1.623816e+06
testmetric{foo="bar"} 1.0 1.6238196e+06
testmetric{foo="bar"} 1.0 1.6238232e+06
testmetric{foo="bar"} 1.0 1.6238268e+06
testmetric{foo="bar"} 1.0 1.6238304e+06
testmetric{foo="bar"} 1.0 1.623834e+06
testmetric{foo="bar"} 1.0 1.6238376e+06
testmetric{foo="bar"} 1.0 1.6238412e+06
testmetric{foo="bar"} 1.0 1.6238448e+06
testmetric{foo="bar"} 1.0 1.6238484e+06
testmetric{foo="bar"} 1.0 1.623852e+06
testmetric{foo="bar"} 1.0 1.6238556e+06
testmetric{foo="bar"} 1.0 1.6238592e+06
testmetric{foo="bar"} 1.0 1.6238628e+06
testmetric{foo="bar"} 1.0 1.6238664e+06
testmetric{foo="bar"} 1.0 1.62387e+06
testmetric{foo="bar"} 1.0 1.6238736e+06
testmetric{foo="bar"} 1.0 1.6238772e+06
testmetric{foo="bar"} 1.0 1.6238808e+06
testmetric{foo="bar"} 1.0 1.6238844e+06
testmetric{foo="bar"} 1.0 1.623888e+06
testmetric{foo="bar"} 1.0 1.6238916e+06
testmetric{foo="bar"} 1.0 1.6238952e+06
testmetric{foo="bar"} 1.0 1.6238988e+06
testmetric{foo="bar"} 1.0 1.6239024e+06
testmetric{foo="bar"} 1.0 1.623906e+06
testmetric{foo="bar"} 1.0 1.6239096e+06
testmetric{foo="bar"} 1.0 1.6239132e+06
testmetric{foo="bar"} 1.0 1.6239168e+06
testmetric{foo="bar"} 1.0 1.6239204e+06
testmetric{foo="bar"} 1.0 1.623924e+06
testmetric{foo="bar"} 1.0 1.6239276e+06
testmetric{foo="bar"} 1.0 1.6239312e+06
testmetric{foo="bar"} 1.0 1.6239348e+06
testmetric{foo="bar"} 1.0 1.6239384e+06
testmetric{foo="bar"} 1.0 1.623942e+06
testmetric{foo="bar"} 1.0 1.6239456e+06
testmetric{foo="bar"} 1.0 1.6239492e+06
testmetric{foo="bar"} 1.0 1.6239528e+06
testmetric{foo="bar"} 1.0 1.6239564e+06
testmetric{foo="bar"} 1.0 1.62396e+06
testmetric{foo="bar"} 1.0 1.6239636e+06
testmetric{foo="bar"} 1.0 1.6239672e+06
testmetric{foo="bar"} 1.0 1.6239708e+06
testmetric{foo="bar"} 1.0 1.6239744e+06
testmetric{foo="bar"} 1.0 1.623978e+06
testmetric{foo="bar"} 1.0 1.6239816e+06
testmetric{foo="bar"} 1.0 1.6239852e+06
testmetric{foo="bar"} 1.0 1.6239888e+06
testmetric{foo="bar"} 1.0 1.6239924e+06
testmetric{foo="bar"} 1.0 1.623996e+06
testmetric{foo="bar"} 1.0 1.6239996e+06
testmetric{foo="bar"} 1.0 1.6240032e+06
testmetric{foo="bar"} 1.0 1.6240068e+06
testmetric{foo="bar"} 1.0 1.6240104e+06
testmetric{foo="bar"} 1.0 1.624014e+06
testmetric{foo="bar"} 1.0 1.6240176e+06
testmetric{foo="bar"} 1.0 1.6240212e+06
testmetric{foo="bar"} 1.0 1.6240248e+06
testmetric{foo="bar"} 1.0 1.6240284e+06
testmetric{foo="bar"} 1.0 1.624032e+06
testmetric{foo="bar"} 1.0 1.6240356e+06
testmetric{foo="bar"} 1.0 1.6240392e+06
testmetric{foo="bar"} 1.0 1.6240428e+06
testmetric{foo="bar"} 1.0 1.6240464e+06
testmetric{foo="bar"} 1.0 1.62405e+06
testmetric{foo="bar"} 1.0 1.6240536e+06
testmetric{foo="bar"} 1.0 1.6240572e+06
testmetric{foo="bar"} 1.0 1.6240608e+06
testmetric{foo="bar"} 1.0 1.6240644e+06
testmetric{foo="bar"} 1.0 1.624068e+06
testmetric{foo="bar"} 1.0 1.6240716e+06
testmetric{foo="bar"} 1.0 1.6240752e+06
testmetric{foo="bar"} 1.0 1.6240788e+06
testmetric{foo="bar"} 1.0 1.6240824e+06
testmetric{foo="bar"} 1.0 1.624086e+06
testmetric{foo="bar"} 1.0 1.6240896e+06
testmetric{foo="bar"} 1.0 1.6240932e+06
testmetric{foo="bar"} 1.0 1.6240968e+06
testmetric{foo="bar"} 1.0 1.6241004e+06
testmetric{foo="bar"} 1.0 1.624104e+06
testmetric{foo="bar"} 1.0 1.6241076e+06
testmetric{foo="bar"} 1.0 1.6241112e+06
testmetric{foo="bar"} 1.0 1.6241148e+06
testmetric{foo="bar"} 1.0 1.6241184e+06
testmetric{foo="bar"} 1.0 1.624122e+06
testmetric{foo="bar"} 1.0 1.6241256e+06
testmetric{foo="bar"} 1.0 1.6241292e+06
testmetric{foo="bar"} 1.0 1.6241328e+06
testmetric{foo="bar"} 1.0 1.6241364e+06
testmetric{foo="bar"} 1.0 1.62414e+06
testmetric{foo="bar"} 1.0 1.6241436e+06
testmetric{foo="bar"} 1.0 1.6241472e+06
testmetric{foo="bar"} 1.0 1.6241508e+06
testmetric{foo="bar"} 1.0 1.6241544e+06
testmetric{foo="bar"} 1.0 1.624158e+06
testmetric{foo="bar"} 1.0 1.6241616e+06
testmetric{foo="bar"} 1.0 1.6241652e+06
testmetric{foo="bar"} 1.0 1.6241688e+06
testmetric{foo="bar"} 1.0 1.6241724e+06
testmetric{foo="bar"} 1.0 1.624176e+06
testmetric{foo="bar"} 1.0 1.6241796e+06
testmetric{foo="bar"} 1.0 1.6241832e+06
testmetric{foo="bar"} 1.0 1.6241868e+06
testmetric{foo="bar"} 1.0 1.6241904e+06
testmetric{foo="bar"} 1.0 1.624194e+06
testmetric{foo="bar"} 1.0 1.6241976e+06
testmetric{foo="bar"} 1.0 1.6242012e+06
testmetric{foo="bar"} 1.0 1.6242048e+06
testmetric{foo="bar"} 1.0 1.6242084e+06
testmetric{foo="bar"} 1.0 1.624212e+06
testmetric{foo="bar"} 1.0 1.6242156e+06
testmetric{foo="bar"} 1.0 1.6242192e+06
testmetric{foo="bar"} 1.0 1.6242228e+06
testmetric{foo="bar"} 1.0 1.6242264e+06
testmetric{foo="bar"} 1.0 1.62423e+06
testmetric{foo="bar"} 1.0 1.6242336e+06
testmetric{foo="bar"} 1.0 1.6242372e+06
testmetric{foo="bar"} 1.0 1.6242408e+06
testmetric{foo="bar"} 1.0 1.6242444e+06
testmetric{foo="bar"} 1.0 1.624248e+06
testmetric{foo="bar"} 1.0 1.6242516e+06
testmetric{foo="bar"} 1.0 1.6242552e+06
testmetric{foo="bar"} 1.0 1.6242588e+06
testmetric{foo="bar"} 1.0 1.6242624e+06
testmetric{foo="bar"} 1.0 1.624266e+06
testmetric{foo="bar"} 1.0 1.6242696e+06
testmetric{foo="bar"} 1.0 1.6242732e+06
testmetric{foo="bar"} 1.0 1.6242768e+06
testmetric{foo="bar"} 1.0 1.6242804e+06
testmetric{foo="bar"} 1.0 1.624284e+06
testmetric{foo="bar"} 1.0 1.6242876e+06
testmetric{foo="bar"} 1.0 1.6242912e+06
testmetric{foo="bar"} 1.0 1.6242948e+06
testmetric{foo="bar"} 1.0 1.6242984e+06
testmetric{foo="bar"} 1.0 1.624302e+06
testmetric{foo="bar"} 1.0 1.6243056e+06
testmetric{foo="bar"} 1.0 1.6243092e+06
testmetric{foo="bar"} 1.0 1.6243128e+06
testmetric{foo="bar"} 1.0 1.6243164e+06
testmetric{foo="bar"} 1.0 1.62432e+06
testmetric{foo="bar"} 1.0 1.6243236e+06
testmetric{foo="bar"} 1.0 1.6243272e+06
testmetric{foo="bar"} 1.0 1.6243308e+06
testmetric{foo="bar"} 1.0 1.6243344e+06
testmetric{foo="bar"} 1.0 1.624338e+06
testmetric{foo="bar"} 1.0 1.6243416e+06
testmetric{foo="bar"} 1.0 1.6243452e+06
testmetric{foo="bar"} 1.0 1.6243488e+06
testmetric{foo="bar"} 1.0 1.6243524e+06
testmetric{foo="bar"} 1.0 1.624356e+06
testmetric{foo="bar"} 1.0 1.6243596e+06
testmetric{foo="bar"} 1.0 1.6243632e+06
testmetric{foo="bar"} 1.0 1.6243668e+06
testmetric{foo="bar"} 1.0 1.6243704e+06
testmetric{foo="bar"} 1.0 1.624374e+06
testmetric{foo="bar"} 1.0 1.6243776e+06
testmetric{foo="bar"} 1.0 1.6243812e+06
testmetric{foo="bar"} 1.0 1.6243848e+06
testmetric{foo="bar"} 1.0 1.6243884e+06
testmetric{foo="bar"} 1.0 1.624392e+06
testmetric{foo="bar"} 1.0 1.6243956e+06
testmetric{foo="bar"} 1.0 1.6243992e+06
testmetric{foo="bar"} 1.0 1.6244028e+06
testmetric{foo="bar"} 1.0 1.6244064e+06
testmetric{foo="bar"} 1.0 1.62441e+06
testmetric{foo="bar"} 1.0 1.6244136e+06
testmetric{foo="bar"} 1.0 1.6244172e+06
testmetric{foo="bar"} 1.0 1.6244208e+06
testmetric{foo="bar"} 1.0 1.6244244e+06
testmetric{foo="bar"} 1.0 1.624428e+06
testmetric{foo="bar"} 1.0 1.6244316e+06
testmetric{foo="bar"} 1.0 1.6244352e+06
testmetric{foo="bar"} 1.0 1.6244388e+06
testmetric{foo="bar"} 1.0 1.6244424e+06
testmetric{foo="bar"} 1.0 1.624446e+06
testmetric{foo="bar"} 1.0 1.6244496e+06
testmetric{foo="bar"} 1.0 1.6244532e+06
testmetric{foo="bar"} 1.0 1.6244568e+06
testmetric{foo="bar"} 1.0 1.6244604e+06
testmetric{foo="bar"} 1.0 1.624464e+06
testmetric{foo="bar"} 1.0 1.6244676e+06
testmetric{foo="bar"} 1.0 1.6244712e+06
testmetric{foo="bar"} 1.0 1.6244748e+06
testmetric{foo="bar"} 1.0 1.6244784e+06
testmetric{foo="bar"} 1.0 1.624482e+06
testmetric{foo="bar"} 1.0 1.6244856e+06
testmetric{foo="bar"} 1.0 1.6244892e+06
testmetric{foo="bar"} 1.0 1.6244928e+06
testmetric{foo="bar"} 1.0 1.6244964e+06
testmetric{foo="bar"} 1.0 1.6245e+06
testmetric{foo="bar"} 1.0 1.6245036e+06
testmetric{foo="bar"} 1.0 1.6245072e+06
testmetric{foo="bar"} 1.0 1.6245108e+06
testmetric{foo="bar"} 1.0 1.6245144e+06
testmetric{foo="bar"} 1.0 1.624518e+06
testmetric{foo="bar"} 1.0 1.6245216e+06
testmetric{foo="bar"} 1.0 1.6245252e+06
testmetric{foo="bar"} 1.0 1.6245288e+06
testmetric{foo="bar"} 1.0 1.6245324e+06
testmetric{foo="bar"} 1.0 1.624536e+06
testmetric{foo="bar"} 1.0 1.6245396e+06
testmetric{foo="bar"} 1.0 1.6245432e+06
testmetric{foo="bar"} 1.0 1.6245468e+06
testmetric{foo="bar"} 1.0 1.6245504e+06
testmetric{foo="bar"} 1.0 1.624554e+06
testmetric{foo="bar"} 1.0 1.6245576e+06
testmetric{foo="bar"} 1.0 1.6245612e+06
testmetric{foo="bar"} 1.0 1.6245648e+06
testmetric{foo="bar"} 1.0 1.6245684e+06
testmetric{foo="bar"} 1.0 1.624572e+06
testmetric{foo="bar"} 1.0 1.6245756e+06
testmetric{foo="bar"} 1.0 1.6245792e+06
testmetric{foo="bar"} 1.0 1.6245828e+06
testmetric{foo="bar"} 1.0 1.6245864e+06
testmetric{foo="bar"} 1.0 1.62459e+06
testmetric{foo="bar"} 1.0 1.6245936e+06
testmetric{foo="bar"} 1.0 1.6245972e+06
testmetric{foo="bar"} 1.0 1.6246008e+06
testmetric{foo="bar"} 1.0 1.6246044e+06
testmetric{foo="bar"} 1.0 1.624608e+06
testmetric{foo="bar"} 1.0 1.6246116e+06
testmetric{foo="bar"} 1.0 1.6246152e+06
testmetric{foo="bar"} 1.0 1.6246188e+06
testmetric{foo="bar"} 1.0 1.6246224e+06
testmetric{foo="bar"} 1.0 1.624626e+06
testmetric{foo="bar"} 1.0 1.6246296e+06
testmetric{foo="bar"} 1.0 1.6246332e+06
testmetric{foo="bar"} 1.0 1.6246368e+06
testmetric{foo="bar"} 1.0 1.6246404e+06
testmetric{foo="bar"} 1.0 1.624644e+06
testmetric{foo="bar"} 1.0 1.6246476e+06
testmetric{foo="bar"} 1.0 1.6246512e+06
testmetric{foo="bar"} 1.0 1.6246548e+06
testmetric{foo="bar"} 1.0 1.6246584e+06
testmetric{foo="bar"} 1.0 1.624662e+06
testmetric{foo="bar"} 1.0 1.6246656e+06
testmetric{foo="bar"} 1.0 1.6246692e+06
testmetric{foo="bar"} 1.0 1.6246728e+06
testmetric{foo="bar"} 1.0 1.6246764e+06
testmetric{foo="bar"} 1.0 1.62468e+06
testmetric{foo="bar"} 1.0 1.6246836e+06
testmetric{foo="bar"} 1.0 1.6246872e+06
testmetric{foo="bar"} 1.0 1.6246908e+06
testmetric{foo="bar"} 1.0 1.6246944e+06
testmetric{foo="bar"} 1.0 1.624698e+06
testmetric{foo="bar"} 1.0 1.6247016e+06
testmetric{foo="bar"} 1.0 1.6247052e+06
testmetric{foo="bar"} 1.0 1.6247088e+06
testmetric{foo="bar"} 1.0 1.6247124e+06
testmetric{foo="bar"} 1.0 1.624716e+06
testmetric{foo="bar"} 1.0 1.6247196e+06
testmetric{foo="bar"} 1.0 1.6247232e+06
testmetric{foo="bar"} 1.0 1.6247268e+06
testmetric{foo="bar"} 1.0 1.6247304e+06
testmetric{foo="bar"} 1.0 1.624734e+06
testmetric{foo="bar"} 1.0 1.6247376e+06
testmetric{foo="bar"} 1.0 1.6247412e+06
testmetric{foo="bar"} 1.0 1.6247448e+06
testmetric{foo="bar"} 1.0 1.6247484e+06
testmetric{foo="bar"} 1.0 1.624752e+06
testmetric{foo="bar"} 1.0 1.6247556e+06
testmetric{foo="bar"} 1.0 1.6247592e+06
testmetric{foo="bar"} 1.0 1.6247628e+06
testmetric{foo="bar"} 1.0 1.6247664e+06
testmetric{foo="bar"} 1.0 1.62477e+06
testmetric{foo="bar"} 1.0 1.6247736e+06
testmetric{foo="bar"} 1.0 1.6247772e+06
testmetric{foo="bar"} 1.0 1.6247808e+06
testmetric{foo="bar"} 1.0 1.6247844e+06
testmetric{foo="bar"} 1.0 1.624788e+06
testmetric{foo="bar"} 1.0 1.6247916e+06
testmetric{foo="bar"} 1.0 1.6247952e+06
testmetric{foo="bar"} 1.0 1.6247988e+06
testmetric{foo="bar"} 1.0 1.6248024e+06
testmetric{foo="bar"} 1.0 1.624806e+06
testmetric{foo="bar"} 1.0 1.6248096e+06
testmetric{foo="bar"} 1.0 1.6248132e+06
testmetric{foo="bar"} 1.0 1.6248168e+06
testmetric{foo="bar"} 1.0 1.6248204e+06
testmetric{foo="bar"} 1.0 1.624824e+06
testmetric{foo="bar"} 1.0 1.6248276e+06
testmetric{foo="bar"} 1.0 1.6248312e+06
testmetric{foo="bar"} 1.0 1.6248348e+06
testmetric{foo="bar"} 1.0 1.6248384e+06
testmetric{foo="bar"} 1.0 1.624842e+06
testmetric{foo="bar"} 1.0 1.6248456e+06
testmetric{foo="bar"} 1.0 1.6248492e+06
testmetric{foo="bar"} 1.0 1.6248528e+06
testmetric{foo="bar"} 1.0 1.6248564e+06
testmetric{foo="bar"} 1.0 1.62486e+06
testmetric{foo="bar"} 1.0 1.6248636e+06
testmetric{foo="bar"} 1.0 1.6248672e+06
testmetric{foo="bar"} 1.0 1.6248708e+06
testmetric{foo="bar"} 1.0 1.6248744e+06
testmetric{foo="bar"} 1.0 1.624878e+06
testmetric{foo="bar"} 1.0 1.6248816e+06
testmetric{foo="bar"} 1.0 1.6248852e+06
testmetric{foo="bar"} 1.0 1.6248888e+06
testmetric{foo="bar"} 1.0 1.6248924e+06
testmetric{foo="bar"} 1.0 1.624896e+06
testmetric{foo="bar"} 1.0 1.6248996e+06
testmetric{foo="bar"} 1.0 1.6249032e+06
testmetric{foo="bar"} 1.0 1.6249068e+06
testmetric{foo="bar"} 1.0 1.6249104e+06
testmetric{foo="bar"} 1.0 1.624914e+06
testmetric{foo="bar"} 1.0 1.6249176e+06
testmetric{foo="bar"} 1.0 1.6249212e+06
testmetric{foo="bar"} 1.0 1.6249248e+06
testmetric{foo="bar"} 1.0 1.6249284e+06
testmetric{foo="bar"} 1.0 1.624932e+06
testmetric{foo="bar"} 1.0 1.6249356e+06
testmetric{foo="bar"} 1.0 1.6249392e+06
testmetric{foo="bar"} 1.0 1.6249428e+06
testmetric{foo="bar"} 1.0 1.6249464e+06
testmetric{foo="bar"} 1.0 1.62495e+06
testmetric{foo="bar"} 1.0 1.6249536e+06
testmetric{foo="bar"} 1.0 1.6249572e+06
testmetric{foo="bar"} 1.0 1.6249608e+06
testmetric{foo="bar"} 1.0 1.6249644e+06
testmetric{foo="bar"} 1.0 1.624968e+06
testmetric{foo="bar"} 1.0 1.6249716e+06
testmetric{foo="bar"} 1.0 1.6249752e+06
testmetric{foo="bar"} 1.0 1.6249788e+06
testmetric{foo="bar"} 1.0 1.6249824e+06
testmetric{foo="bar"} 1.0 1.624986e+06
testmetric{foo="bar"} 1.0 1.6249896e+06
testmetric{foo="bar"} 1.0 1.6249932e+06
testmetric{foo="bar"} 1.0 1.6249968e+06
testmetric{foo="bar"} 1.0 1.6250004e+06
testmetric{foo="bar"} 1.0 1.625004e+06
testmetric{foo="bar"} 1.0 1.6250076e+06
testmetric{foo="bar"} 1.0 1.6250112e+06
testmetric{foo="bar"} 1.0 1.6250148e+06
testmetric{foo="bar"} 1.0 1.6250184e+06
testmetric{foo="bar"} 1.0 1.625022e+06
testmetric{foo="bar"} 1.0 1.6250256e+06
testmetric{foo="bar"} 1.0 1.6250292e+06
testmetric{foo="bar"} 1.0 1.6250328e+06
testmetric{foo="bar"} 1.0 1.6250364e+06
testmetric{foo="bar"} 1.0 1.62504e+06
testmetric{foo="bar"} 1.0 1.6250436e+06
testmetric{foo="bar"} 1.0 1.6250472e+06
testmetric{foo="bar"} 1.0 1.6250508e+06
testmetric{foo="bar"} 1.0 1.6250544e+06
testmetric{foo="bar"} 1.0 1.625058e+06
testmetric{foo="bar"} 1.0 1.6250616e+06
testmetric{foo="bar"} 1.0 1.6250652e+06
testmetric{foo="bar"} 1.0 1.6250688e+06
testmetric{foo="bar"} 1.0 1.6250724e+06
testmetric{foo="bar"} 1.0 1.625076e+06
testmetric{foo="bar"} 1.0 1.6250796e+06
testmetric{foo="bar"} 1.0 1.6250832e+06
testmetric{foo="bar"} 1.0 1.6250868e+06
testmetric{foo="bar"} 1.0 1.6250904e+06
testmetric{foo="bar"} 1.0 1.625094e+06
testmetric{foo="bar"} 1.0 1.6250976e+06
testmetric{foo="bar"} 1.0 1.6251012e+06
testmetric{foo="bar"} 1.0 1.6251048e+06
testmetric{foo="bar"} 1.0 1.6251084e+06
testmetric{foo="bar"} 1.0 1.625112e+06
testmetric{foo="bar"} 1.0 1.6251156e+06
testmetric{foo="bar"} 1.0 1.6251192e+06
testmetric{foo="bar"} 1.0 1.6251228e+06
testmetric{foo="bar"} 1.0 1.6251264e+06
testmetric{foo="bar"} 1.0 1.62513e+06
testmetric{foo="bar"} 1.0 1.6251336e+06
testmetric{foo="bar"} 1.0 1.6251372e+06
testmetric{foo="bar"} 1.0 1.6251408e+06
testmetric{foo="bar"} 1.0 1.6251444e+06
testmetric{foo="bar"} 1.0 1.625148e+06
testmetric{foo="bar"} 1.0 1.6251516e+06
testmetric{foo="bar"} 1.0 1.6251552e+06
testmetric{foo="bar"} 1.0 1.6251588e+06
testmetric{foo="bar"} 1.0 1.6251624e+06
testmetric{foo="bar"} 1.0 1.625166e+06
testmetric{foo="bar"} 1.0 1.6251696e+06
testmetric{foo="bar"} 1.0 1.6251732e+06
testmetric{foo="bar"} 1.0 1.6251768e+06
testmetric{foo="bar"} 1.0 1.6251804e+06
testmetric{foo="bar"} 1.0 1.625184e+06
testmetric{foo="bar"} 1.0 1.6251876e+06
testmetric{foo="bar"} 1.0 1.6251912e+06
testmetric{foo="bar"} 1.0 1.6251948e+06
